name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий
@angular-architects/module-federation;22.0.0;22.0.0;https://registry.npmjs.org/@angular-architects/module-federation/-/module-federation-22.0.0.tgz;npm install @angular-architects/module-federation@22.0.0;direct;
@angular-architects/native-federation;22.1.2;22.1.2;https://registry.npmjs.org/@angular-architects/native-federation/-/native-federation-22.1.2.tgz;npm install @angular-architects/native-federation@22.1.2;direct;
@angular-builders/jest;22.0.1;22.0.1;https://registry.npmjs.org/@angular-builders/jest/-/jest-22.0.1.tgz;npm install @angular-builders/jest@22.0.1;direct;
@angular/animations;22.1.6;22.1.6;https://registry.npmjs.org/@angular/animations/-/animations-22.1.6.tgz;npm install @angular/animations@22.1.6;direct;
@angular/build;22.1.8;22.1.8;https://registry.npmjs.org/@angular/build/-/build-22.1.8.tgz;npm install @angular/build@22.1.8;direct;
@angular/cdk;22.1.6;22.1.6;https://registry.npmjs.org/@angular/cdk/-/cdk-22.1.6.tgz;npm install @angular/cdk@22.1.6;direct;
@angular/cli;22.1.8;22.1.8;https://registry.npmjs.org/@angular/cli/-/cli-22.1.8.tgz;npm install @angular/cli@22.1.8;direct;
@angular/common;22.1.6;22.1.6;https://registry.npmjs.org/@angular/common/-/common-22.1.6.tgz;npm install @angular/common@22.1.6;direct;
@angular/compiler;22.1.6;22.1.6;https://registry.npmjs.org/@angular/compiler/-/compiler-22.1.6.tgz;npm install @angular/compiler@22.1.6;direct;
@angular/compiler-cli;22.1.6;22.1.6;https://registry.npmjs.org/@angular/compiler-cli/-/compiler-cli-22.1.6.tgz;npm install @angular/compiler-cli@22.1.6;direct;
@angular/core;22.1.6;22.1.6;https://registry.npmjs.org/@angular/core/-/core-22.1.6.tgz;npm install @angular/core@22.1.6;direct;
@angular/forms;22.1.6;22.1.6;https://registry.npmjs.org/@angular/forms/-/forms-22.1.6.tgz;npm install @angular/forms@22.1.6;direct;
@angular/localize;22.1.6;22.1.6;https://registry.npmjs.org/@angular/localize/-/localize-22.1.6.tgz;npm install @angular/localize@22.1.6;direct;
@angular/material;22.1.6;22.1.6;https://registry.npmjs.org/@angular/material/-/material-22.1.6.tgz;npm install @angular/material@22.1.6;direct;
@angular/platform-browser;22.1.6;22.1.6;https://registry.npmjs.org/@angular/platform-browser/-/platform-browser-22.1.6.tgz;npm install @angular/platform-browser@22.1.6;direct;
@angular/platform-browser-dynamic;22.1.6;22.1.6;https://registry.npmjs.org/@angular/platform-browser-dynamic/-/platform-browser-dynamic-22.1.6.tgz;npm install @angular/platform-browser-dynamic@22.1.6;direct;
@angular/router;22.1.6;22.1.6;https://registry.npmjs.org/@angular/router/-/router-22.1.6.tgz;npm install @angular/router@22.1.6;direct;
@eslint/js;10.0.1;10.0.1;https://registry.npmjs.org/@eslint/js/-/js-10.0.1.tgz;npm install @eslint/js@10.0.1;direct;
@softarc/native-federation-node;3.5.6;3.5.6;https://registry.npmjs.org/@softarc/native-federation-node/-/native-federation-node-3.5.6.tgz;npm install @softarc/native-federation-node@3.5.6;direct;
@types/jest;30.0.0;30.0.0;https://registry.npmjs.org/@types/jest/-/jest-30.0.0.tgz;npm install @types/jest@30.0.0;direct;
angular-eslint;22.5.0;22.5.0;https://registry.npmjs.org/angular-eslint/-/angular-eslint-22.5.0.tgz;npm install angular-eslint@22.5.0;direct;
es-module-shims;2.8.4;2.8.4;https://registry.npmjs.org/es-module-shims/-/es-module-shims-2.8.4.tgz;npm install es-module-shims@2.8.4;direct;
eslint;10.10.0;10.10.0;https://registry.npmjs.org/eslint/-/eslint-10.10.0.tgz;npm install eslint@10.10.0;direct;
eslint-config-prettier;10.1.8;10.1.8;https://registry.npmjs.org/eslint-config-prettier/-/eslint-config-prettier-10.1.8.tgz;npm install eslint-config-prettier@10.1.8;direct;
jest;30.5.1;30.5.1;https://registry.npmjs.org/jest/-/jest-30.5.1.tgz;npm install jest@30.5.1;direct;
jest-environment-jsdom;30.5.1;30.5.1;https://registry.npmjs.org/jest-environment-jsdom/-/jest-environment-jsdom-30.5.1.tgz;npm install jest-environment-jsdom@30.5.1;direct;
jest-preset-angular;17.0.0;17.0.0;https://registry.npmjs.org/jest-preset-angular/-/jest-preset-angular-17.0.0.tgz;npm install jest-preset-angular@17.0.0;direct;
prettier;3.9.6;3.9.6;https://registry.npmjs.org/prettier/-/prettier-3.9.6.tgz;npm install prettier@3.9.6;direct;
rxjs;7.8.2;7.8.2;https://registry.npmjs.org/rxjs/-/rxjs-7.8.2.tgz;npm install rxjs@7.8.2;direct;
tslib;2.8.1;2.8.1;https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz;npm install tslib@2.8.1;direct;
typescript;6.0.3;6.0.3;https://registry.npmjs.org/typescript/-/typescript-6.0.3.tgz;npm install typescript@6.0.3;direct;
typescript-eslint;8.70.0;8.70.0;https://registry.npmjs.org/typescript-eslint/-/typescript-eslint-8.70.0.tgz;npm install typescript-eslint@8.70.0;direct;
zone.js;0.16.3;0.16.3;https://registry.npmjs.org/zone.js/-/zone.js-0.16.3.tgz;npm install zone.js@0.16.3;direct;
@jest/get-type;30.5.0;30.5.0;https://registry.npmjs.org/@jest/get-type/-/get-type-30.5.0.tgz;npm install @jest/get-type@30.5.0;@jest/expect-utils, expect, jest-config, jest-diff, jest-each, jest-leak-detector, jest-matcher-utils, jest-snapshot, jest-validate;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/globals;30.5.1;30.5.1;https://registry.npmjs.org/@jest/globals/-/globals-30.5.1.tgz;npm install @jest/globals@30.5.1;jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/pattern;30.5.0;30.5.0;https://registry.npmjs.org/@jest/pattern/-/pattern-30.5.0.tgz;npm install @jest/pattern@30.5.0;@jest/core, @jest/types, jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/react-is-18;18.3.1;18.3.1;https://registry.npmjs.org/@jest/react-is-18/-/react-is-18-18.3.1.tgz;npm install @jest/react-is-18@18.3.1;pretty-format;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/react-is-19;19.3.0;19.3.0;https://registry.npmjs.org/@jest/react-is-19/-/react-is-19-19.3.0.tgz;npm install @jest/react-is-19@19.3.0;pretty-format;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/reporters;30.5.1;30.5.1;https://registry.npmjs.org/@jest/reporters/-/reporters-30.5.1.tgz;npm install @jest/reporters@30.5.1;@jest/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/schemas;30.5.0;30.5.0;https://registry.npmjs.org/@jest/schemas/-/schemas-30.5.0.tgz;npm install @jest/schemas@30.5.0;@jest/types, pretty-format;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/snapshot-utils;30.5.1;30.5.1;https://registry.npmjs.org/@jest/snapshot-utils/-/snapshot-utils-30.5.1.tgz;npm install @jest/snapshot-utils@30.5.1;jest-snapshot;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/source-map;30.5.0;30.5.0;https://registry.npmjs.org/@jest/source-map/-/source-map-30.5.0.tgz;npm install @jest/source-map@30.5.0;jest-runner, jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/test-result;30.5.1;30.5.1;https://registry.npmjs.org/@jest/test-result/-/test-result-30.5.1.tgz;npm install @jest/test-result@30.5.1;@jest/core, @jest/reporters, @jest/test-sequencer, jest-circus, jest-cli, jest-runner, jest-runtime, jest-watcher;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/test-sequencer;30.5.1;30.5.1;https://registry.npmjs.org/@jest/test-sequencer/-/test-sequencer-30.5.1.tgz;npm install @jest/test-sequencer@30.5.1;jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/transform;30.5.1;30.5.1;https://registry.npmjs.org/@jest/transform/-/transform-30.5.1.tgz;npm install @jest/transform@30.5.1;@jest/core, @jest/reporters, babel-jest, jest-runner, jest-runtime, jest-snapshot;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jest/types;30.5.1;30.5.1;https://registry.npmjs.org/@jest/types/-/types-30.5.1.tgz;npm install @jest/types@30.5.1;@jest/console, @jest/core, @jest/environment, @jest/environment-jsdom-abstract, @jest/fake-timers, @jest/globals, @jest/reporters, @jest/snapshot-utils, @jest/test-result, @jest/transform, jest, jest-circus, jest-cli, jest-config, jest-each, jest-environment-node, jest-haste-map, jest-message-util, jest-mock, jest-runner, jest-runtime, jest-snapshot, jest-util, jest-validate, jest-watcher;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/gen-mapping;0.3.13;0.3.13;https://registry.npmjs.org/@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz;npm install @jridgewell/gen-mapping@0.3.13;@ampproject/remapping, @babel/generator, @jridgewell/remapping, @jridgewell/source-map;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/remapping;2.3.5;2.3.5;https://registry.npmjs.org/@jridgewell/remapping/-/remapping-2.3.5.tgz;npm install @jridgewell/remapping@2.3.5;@babel/core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/resolve-uri;3.1.2;3.1.2;https://registry.npmjs.org/@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz;npm install @jridgewell/resolve-uri@3.1.2;@jridgewell/trace-mapping;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/source-map;0.3.11;0.3.11;https://registry.npmjs.org/@jridgewell/source-map/-/source-map-0.3.11.tgz;npm install @jridgewell/source-map@0.3.11;terser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/sourcemap-codec;1.6.0;1.6.0;https://registry.npmjs.org/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.6.0.tgz;npm install @jridgewell/sourcemap-codec@1.6.0;@angular/compiler-cli, @jridgewell/gen-mapping, @jridgewell/trace-mapping, magic-string;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jridgewell/trace-mapping;0.3.31;0.3.31;https://registry.npmjs.org/@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz;npm install @jridgewell/trace-mapping@0.3.31;@ampproject/remapping, @babel/generator, @jest/reporters, @jest/source-map, @jest/transform, @jridgewell/gen-mapping, @jridgewell/remapping, @jridgewell/source-map, istanbul-lib-source-maps, minimizer-webpack-plugin, v8-to-istanbul;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/base64;1.1.2;1.1.2;https://registry.npmjs.org/@jsonjoy.com/base64/-/base64-1.1.2.tgz;npm install @jsonjoy.com/base64@1.1.2;@jsonjoy.com/json-pack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/buffers;17.67.0;17.67.0;https://registry.npmjs.org/@jsonjoy.com/buffers/-/buffers-17.67.0.tgz;npm install @jsonjoy.com/buffers@17.67.0;@jsonjoy.com/fs-snapshot, @jsonjoy.com/json-pack, @jsonjoy.com/util;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/codegen;1.0.0;1.0.0;https://registry.npmjs.org/@jsonjoy.com/codegen/-/codegen-1.0.0.tgz;npm install @jsonjoy.com/codegen@1.0.0;@jsonjoy.com/json-pack, @jsonjoy.com/json-pointer, @jsonjoy.com/util;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-core;4.75.0;4.75.0;https://registry.npmjs.org/@jsonjoy.com/fs-core/-/fs-core-4.75.0.tgz;npm install @jsonjoy.com/fs-core@4.75.0;@jsonjoy.com/fs-fsa, @jsonjoy.com/fs-node, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-fsa;4.75.0;4.75.0;https://registry.npmjs.org/@jsonjoy.com/fs-fsa/-/fs-fsa-4.75.0.tgz;npm install @jsonjoy.com/fs-fsa@4.75.0;@jsonjoy.com/fs-node-to-fsa, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-node;4.75.0;4.75.0;https://registry.npmjs.org/@jsonjoy.com/fs-node/-/fs-node-4.75.0.tgz;npm install @jsonjoy.com/fs-node@4.75.0;memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-node-builtins;4.75.0;4.75.0;https://registry.npmjs.org/@jsonjoy.com/fs-node-builtins/-/fs-node-builtins-4.75.0.tgz;npm install @jsonjoy.com/fs-node-builtins@4.75.0;@jsonjoy.com/fs-core, @jsonjoy.com/fs-fsa, @jsonjoy.com/fs-node, @jsonjoy.com/fs-node-to-fsa, @jsonjoy.com/fs-node-utils, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-node-to-fsa;4.75.0;4.75.0;https://registry.npmjs.org/@jsonjoy.com/fs-node-to-fsa/-/fs-node-to-fsa-4.75.0.tgz;npm install @jsonjoy.com/fs-node-to-fsa@4.75.0;memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-node-utils;4.75.0;4.75.0;https://registry.npmjs.org/@jsonjoy.com/fs-node-utils/-/fs-node-utils-4.75.0.tgz;npm install @jsonjoy.com/fs-node-utils@4.75.0;@jsonjoy.com/fs-core, @jsonjoy.com/fs-fsa, @jsonjoy.com/fs-node, @jsonjoy.com/fs-node-to-fsa, @jsonjoy.com/fs-print, @jsonjoy.com/fs-snapshot, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-print;4.75.0;4.75.0;https://registry.npmjs.org/@jsonjoy.com/fs-print/-/fs-print-4.75.0.tgz;npm install @jsonjoy.com/fs-print@4.75.0;@jsonjoy.com/fs-node, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/fs-snapshot;4.75.0;4.75.0;https://registry.npmjs.org/@jsonjoy.com/fs-snapshot/-/fs-snapshot-4.75.0.tgz;npm install @jsonjoy.com/fs-snapshot@4.75.0;@jsonjoy.com/fs-node, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/json-pack;1.21.0;1.21.0;https://registry.npmjs.org/@jsonjoy.com/json-pack/-/json-pack-1.21.0.tgz;npm install @jsonjoy.com/json-pack@1.21.0;@jsonjoy.com/fs-snapshot, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/json-pointer;1.0.2;1.0.2;https://registry.npmjs.org/@jsonjoy.com/json-pointer/-/json-pointer-1.0.2.tgz;npm install @jsonjoy.com/json-pointer@1.0.2;@jsonjoy.com/json-pack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@jsonjoy.com/util;1.9.0;1.9.0;https://registry.npmjs.org/@jsonjoy.com/util/-/util-1.9.0.tgz;npm install @jsonjoy.com/util@1.9.0;@jsonjoy.com/fs-snapshot, @jsonjoy.com/json-pack, @jsonjoy.com/json-pointer, memfs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@keyv/bigmap;1.3.1;1.3.1;https://registry.npmjs.org/@keyv/bigmap/-/bigmap-1.3.1.tgz;npm install @keyv/bigmap@1.3.1;@cacheable/memory;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@keyv/serialize;1.1.1;1.1.1;https://registry.npmjs.org/@keyv/serialize/-/serialize-1.1.1.tgz;npm install @keyv/serialize@1.1.1;keyv;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@leichtgewicht/ip-codec;2.0.5;2.0.5;https://registry.npmjs.org/@leichtgewicht/ip-codec/-/ip-codec-2.0.5.tgz;npm install @leichtgewicht/ip-codec@2.0.5;dns-packet;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@listr2/prompt-adapter-inquirer;4.2.5;4.2.5;https://registry.npmjs.org/@listr2/prompt-adapter-inquirer/-/prompt-adapter-inquirer-4.2.5.tgz;npm install @listr2/prompt-adapter-inquirer@4.2.5;@angular/cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-darwin-arm64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-darwin-arm64/-/lmdb-darwin-arm64-3.5.6.tgz;npm install @lmdb/lmdb-darwin-arm64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-darwin-x64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-darwin-x64/-/lmdb-darwin-x64-3.5.6.tgz;npm install @lmdb/lmdb-darwin-x64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-linux-arm;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-linux-arm/-/lmdb-linux-arm-3.5.6.tgz;npm install @lmdb/lmdb-linux-arm@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-linux-arm64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-linux-arm64/-/lmdb-linux-arm64-3.5.6.tgz;npm install @lmdb/lmdb-linux-arm64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-linux-x64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-linux-x64/-/lmdb-linux-x64-3.5.6.tgz;npm install @lmdb/lmdb-linux-x64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-win32-arm64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-win32-arm64/-/lmdb-win32-arm64-3.5.6.tgz;npm install @lmdb/lmdb-win32-arm64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@lmdb/lmdb-win32-x64;3.5.6;3.5.6;https://registry.npmjs.org/@lmdb/lmdb-win32-x64/-/lmdb-win32-x64-3.5.6.tgz;npm install @lmdb/lmdb-win32-x64@3.5.6;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@modelcontextprotocol/sdk;1.30.0;1.30.0;https://registry.npmjs.org/@modelcontextprotocol/sdk/-/sdk-1.30.0.tgz;npm install @modelcontextprotocol/sdk@1.30.0;@angular/cli;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/bridge-react-webpack-plugin;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/bridge-react-webpack-plugin/-/bridge-react-webpack-plugin-2.9.0.tgz;npm install @module-federation/bridge-react-webpack-plugin@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/cli;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/cli/-/cli-2.9.0.tgz;npm install @module-federation/cli@2.9.0;@module-federation/enhanced;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/dts-plugin;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/dts-plugin/-/dts-plugin-2.9.0.tgz;npm install @module-federation/dts-plugin@2.9.0;@module-federation/cli, @module-federation/enhanced, @module-federation/manifest, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/enhanced;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/enhanced/-/enhanced-2.9.0.tgz;npm install @module-federation/enhanced@2.9.0;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/error-codes;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/error-codes/-/error-codes-2.9.0.tgz;npm install @module-federation/error-codes@2.9.0;@module-federation/dts-plugin, @module-federation/enhanced, @module-federation/runtime, @module-federation/runtime-core, @module-federation/webpack-bundler-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/inject-external-runtime-core-plugin;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/inject-external-runtime-core-plugin/-/inject-external-runtime-core-plugin-2.9.0.tgz;npm install @module-federation/inject-external-runtime-core-plugin@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/managers;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/managers/-/managers-2.9.0.tgz;npm install @module-federation/managers@2.9.0;@module-federation/dts-plugin, @module-federation/enhanced, @module-federation/manifest, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/manifest;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/manifest/-/manifest-2.9.0.tgz;npm install @module-federation/manifest@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/rspack;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/rspack/-/rspack-2.9.0.tgz;npm install @module-federation/rspack@2.9.0;@module-federation/enhanced;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/runtime;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/runtime/-/runtime-2.9.0.tgz;npm install @module-federation/runtime@2.9.0;@module-federation/runtime-tools, @module-federation/webpack-bundler-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/runtime-core;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/runtime-core/-/runtime-core-2.9.0.tgz;npm install @module-federation/runtime-core@2.9.0;@module-federation/runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/runtime-tools;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/runtime-tools/-/runtime-tools-2.9.0.tgz;npm install @module-federation/runtime-tools@2.9.0;@module-federation/enhanced, @module-federation/rspack;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/sdk;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/sdk/-/sdk-2.9.0.tgz;npm install @module-federation/sdk@2.9.0;@module-federation/bridge-react-webpack-plugin, @module-federation/cli, @module-federation/dts-plugin, @module-federation/enhanced, @module-federation/managers, @module-federation/manifest, @module-federation/rspack, @module-federation/runtime, @module-federation/runtime-core, @module-federation/webpack-bundler-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/third-party-dts-extractor;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/third-party-dts-extractor/-/third-party-dts-extractor-2.9.0.tgz;npm install @module-federation/third-party-dts-extractor@2.9.0;@module-federation/dts-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@module-federation/webpack-bundler-runtime;2.9.0;2.9.0;https://registry.npmjs.org/@module-federation/webpack-bundler-runtime/-/webpack-bundler-runtime-2.9.0.tgz;npm install @module-federation/webpack-bundler-runtime@2.9.0;@module-federation/enhanced, @module-federation/runtime-tools;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@msgpackr-extract/msgpackr-extract-darwin-arm64;3.0.4;3.0.4;https://registry.npmjs.org/@msgpackr-extract/msgpackr-extract-darwin-arm64/-/msgpackr-extract-darwin-arm64-3.0.4.tgz;npm install @msgpackr-extract/msgpackr-extract-darwin-arm64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@msgpackr-extract/msgpackr-extract-darwin-x64;3.0.4;3.0.4;https://registry.npmjs.org/@msgpackr-extract/msgpackr-extract-darwin-x64/-/msgpackr-extract-darwin-x64-3.0.4.tgz;npm install @msgpackr-extract/msgpackr-extract-darwin-x64@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
@msgpackr-extract/msgpackr-extract-linux-arm;3.0.4;3.0.4;https://registry.npmjs.org/@msgpackr-extract/msgpackr-extract-linux-arm/-/msgpackr-extract-linux-arm-3.0.4.tgz;npm install @msgpackr-extract/msgpackr-extract-linux-arm@3.0.4;transitive (не определено по lockfile);Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
